,Unnamed: 0,appname,crawl,state1,state2,DOM_RTED,DOM_Levenshtein,DOM_contentHash,DOM_SIMHASH,VISUAL_BlockHash,VISUAL_PHash,VISUAL_Hyst,VISUAL_PDiff,VISUAL_SIFT,VISUAL_SSIM,HUMAN_CLASSIFICATION,TAGS,state1_content,state1_tags,state1_content_tags,state2_content,state2_tags,state2_content_tags,answer,doc2vec_distance_content,doc2vec_distance_tags,doc2vec_distance_content_tags,doc2vec_distance_all
207,207,pagesjaunes-dz.com,crawl0,state6,state10,0.0,0.002027359,5,0,11,9,4677922.921,0.020926328,90.70856089,0.962643914,0,,"{""file_name"": ""state6.html.content"", ""state_name"": ""state6"", ""app_name"": ""pagesjaunes-dz.com"", ""path"": ""pagesjaunes-dz.com\\state6.html.content""}","{""file_name"": ""state6.html.tags"", ""state_name"": ""state6"", ""app_name"": ""pagesjaunes-dz.com"", ""path"": ""pagesjaunes-dz.com\\state6.html.tags""}","{""file_name"": ""state6.html.content_tags"", ""state_name"": ""state6"", ""app_name"": ""pagesjaunes-dz.com"", ""path"": ""pagesjaunes-dz.com\\state6.html.content_tags""}","{""file_name"": ""state10.html.content"", ""state_name"": ""state10"", ""app_name"": ""pagesjaunes-dz.com"", ""path"": ""pagesjaunes-dz.com\\state10.html.content""}","{""file_name"": ""state10.html.tags"", ""state_name"": ""state10"", ""app_name"": ""pagesjaunes-dz.com"", ""path"": ""pagesjaunes-dz.com\\state10.html.tags""}","{""file_name"": ""state10.html.content_tags"", ""state_name"": ""state10"", ""app_name"": ""pagesjaunes-dz.com"", ""path"": ""pagesjaunes-dz.com\\state10.html.content_tags""}",1,0.9612038,0.98276174,0.99145466,0.9769521
208,208,pagesjaunes-dz.com,crawl0,state8,state16,0.0,0.010327657,7,0,2,2,56733.1991,0.004398597,95.3213117,0.988835428,0,,"{""file_name"": ""state8.html.content"", ""state_name"": ""state8"", ""app_name"": ""pagesjaunes-dz.com"", ""path"": ""pagesjaunes-dz.com\\state8.html.content""}","{""file_name"": ""state8.html.tags"", ""state_name"": ""state8"", ""app_name"": ""pagesjaunes-dz.com"", ""path"": ""pagesjaunes-dz.com\\state8.html.tags""}","{""file_name"": ""state8.html.content_tags"", ""state_name"": ""state8"", ""app_name"": ""pagesjaunes-dz.com"", ""path"": ""pagesjaunes-dz.com\\state8.html.content_tags""}","{""file_name"": ""state16.html.content"", ""state_name"": ""state16"", ""app_name"": ""pagesjaunes-dz.com"", ""path"": ""pagesjaunes-dz.com\\state16.html.content""}","{""file_name"": ""state16.html.tags"", ""state_name"": ""state16"", ""app_name"": ""pagesjaunes-dz.com"", ""path"": ""pagesjaunes-dz.com\\state16.html.tags""}","{""file_name"": ""state16.html.content_tags"", ""state_name"": ""state16"", ""app_name"": ""pagesjaunes-dz.com"", ""path"": ""pagesjaunes-dz.com\\state16.html.content_tags""}",1,0.94198704,0.9875708,0.98557156,0.9741857
209,209,hatley.com,crawl0,state5,state47,0.105744603,0.115644887,48,0,122,28,468000000000.0,0.786732896,15.9451535,0.549457681,2,,"{""file_name"": ""state5.html.content"", ""state_name"": ""state5"", ""app_name"": ""hatley.com"", ""path"": ""hatley.com\\state5.html.content""}","{""file_name"": ""state5.html.tags"", ""state_name"": ""state5"", ""app_name"": ""hatley.com"", ""path"": ""hatley.com\\state5.html.tags""}","{""file_name"": ""state5.html.content_tags"", ""state_name"": ""state5"", ""app_name"": ""hatley.com"", ""path"": ""hatley.com\\state5.html.content_tags""}","{""file_name"": ""state47.html.content"", ""state_name"": ""state47"", ""app_name"": ""hatley.com"", ""path"": ""hatley.com\\state47.html.content""}","{""file_name"": ""state47.html.tags"", ""state_name"": ""state47"", ""app_name"": ""hatley.com"", ""path"": ""hatley.com\\state47.html.tags""}","{""file_name"": ""state47.html.content_tags"", ""state_name"": ""state47"", ""app_name"": ""hatley.com"", ""path"": ""hatley.com\\state47.html.content_tags""}",0,0.8359848,0.98598367,0.8946834,0.9085862
210,210,slang.site,crawl0,state19,state95,0.0,0.007401575,26,0,0,0,503.1233421,0.0,99.74779319,0.999979722,0,,"{""file_name"": ""state19.html.content"", ""state_name"": ""state19"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state19.html.content""}","{""file_name"": ""state19.html.tags"", ""state_name"": ""state19"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state19.html.tags""}","{""file_name"": ""state19.html.content_tags"", ""state_name"": ""state19"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state19.html.content_tags""}","{""file_name"": ""state95.html.content"", ""state_name"": ""state95"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state95.html.content""}","{""file_name"": ""state95.html.tags"", ""state_name"": ""state95"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state95.html.tags""}","{""file_name"": ""state95.html.content_tags"", ""state_name"": ""state95"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state95.html.content_tags""}",1,0.97879475,0.9630204,0.9904433,0.96831113
211,211,slang.site,crawl0,state26,state36,0.0,0.007994461,51,0,75,27,271387339.5,0.309061728,98.61286255,0.853063222,1,"minor content change ,advertisement","{""file_name"": ""state26.html.content"", ""state_name"": ""state26"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state26.html.content""}","{""file_name"": ""state26.html.tags"", ""state_name"": ""state26"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state26.html.tags""}","{""file_name"": ""state26.html.content_tags"", ""state_name"": ""state26"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state26.html.content_tags""}","{""file_name"": ""state36.html.content"", ""state_name"": ""state36"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state36.html.content""}","{""file_name"": ""state36.html.tags"", ""state_name"": ""state36"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state36.html.tags""}","{""file_name"": ""state36.html.content_tags"", ""state_name"": ""state36"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state36.html.content_tags""}",1,0.9758291,0.9755673,0.9874627,0.97564346
212,212,slang.site,crawl0,state37,state79,0.0,0.007559293,39,0,0,0,21064.61907,0.0,99.74779319,0.999988651,0,,"{""file_name"": ""state37.html.content"", ""state_name"": ""state37"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state37.html.content""}","{""file_name"": ""state37.html.tags"", ""state_name"": ""state37"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state37.html.tags""}","{""file_name"": ""state37.html.content_tags"", ""state_name"": ""state37"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state37.html.content_tags""}","{""file_name"": ""state79.html.content"", ""state_name"": ""state79"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state79.html.content""}","{""file_name"": ""state79.html.tags"", ""state_name"": ""state79"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state79.html.tags""}","{""file_name"": ""state79.html.content_tags"", ""state_name"": ""state79"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state79.html.content_tags""}",1,0.9745421,0.9663186,0.9858887,0.96901155
213,213,slang.site,crawl0,state53,state55,0.0,0.007464802,41,0,0,0,842.1909912,0.0,99.74779319,0.999979722,0,,"{""file_name"": ""state53.html.content"", ""state_name"": ""state53"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state53.html.content""}","{""file_name"": ""state53.html.tags"", ""state_name"": ""state53"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state53.html.tags""}","{""file_name"": ""state53.html.content_tags"", ""state_name"": ""state53"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state53.html.content_tags""}","{""file_name"": ""state55.html.content"", ""state_name"": ""state55"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state55.html.content""}","{""file_name"": ""state55.html.tags"", ""state_name"": ""state55"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state55.html.tags""}","{""file_name"": ""state55.html.content_tags"", ""state_name"": ""state55"", ""app_name"": ""slang.site"", ""path"": ""slang.site\\state55.html.content_tags""}",1,0.97215974,0.97154045,0.99129564,0.9717131
214,214,sortimentos.com.br,crawl0,index,state5,0.009003939,0.022332587,5,0,40,25,14252984.63,0.319276022,70.73234787,0.514752554,1," ,advertisements","{""file_name"": ""index.html.content"", ""state_name"": ""index"", ""app_name"": ""sortimentos.com.br"", ""path"": ""sortimentos.com.br\\index.html.content""}","{""file_name"": ""index.html.tags"", ""state_name"": ""index"", ""app_name"": ""sortimentos.com.br"", ""path"": ""sortimentos.com.br\\index.html.tags""}","{""file_name"": ""index.html.content_tags"", ""state_name"": ""index"", ""app_name"": ""sortimentos.com.br"", ""path"": ""sortimentos.com.br\\index.html.content_tags""}","{""file_name"": ""state5.html.content"", ""state_name"": ""state5"", ""app_name"": ""sortimentos.com.br"", ""path"": ""sortimentos.com.br\\state5.html.content""}","{""file_name"": ""state5.html.tags"", ""state_name"": ""state5"", ""app_name"": ""sortimentos.com.br"", ""path"": ""sortimentos.com.br\\state5.html.tags""}","{""file_name"": ""state5.html.content_tags"", ""state_name"": ""state5"", ""app_name"": ""sortimentos.com.br"", ""path"": ""sortimentos.com.br\\state5.html.content_tags""}",1,0.99181896,0.9798485,0.9952113,0.9849993
215,215,citylife.az,crawl0,state9,state21,0.0,0.015986112,2,0,14,4,591015.5931,0.034222766,76.89842351,0.939646917,1," ,minor content change ,dynamic content ,advertisements","{""file_name"": ""state9.html.content"", ""state_name"": ""state9"", ""app_name"": ""citylife.az"", ""path"": ""citylife.az\\state9.html.content""}","{""file_name"": ""state9.html.tags"", ""state_name"": ""state9"", ""app_name"": ""citylife.az"", ""path"": ""citylife.az\\state9.html.tags""}","{""file_name"": ""state9.html.content_tags"", ""state_name"": ""state9"", ""app_name"": ""citylife.az"", ""path"": ""citylife.az\\state9.html.content_tags""}","{""file_name"": ""state21.html.content"", ""state_name"": ""state21"", ""app_name"": ""citylife.az"", ""path"": ""citylife.az\\state21.html.content""}","{""file_name"": ""state21.html.tags"", ""state_name"": ""state21"", ""app_name"": ""citylife.az"", ""path"": ""citylife.az\\state21.html.tags""}","{""file_name"": ""state21.html.content_tags"", ""state_name"": ""state21"", ""app_name"": ""citylife.az"", ""path"": ""citylife.az\\state21.html.content_tags""}",1,0.9453941,0.9880562,0.9744923,0.9689864
216,216,diafimistika-grivas.gr,crawl0,state4,state26,0.0,0.001767656,5,0,113,21,10830384.5,0.15119969,94.76055235,0.302086223,1,,"{""file_name"": ""state4.html.content"", ""state_name"": ""state4"", ""app_name"": ""diafimistika-grivas.gr"", ""path"": ""diafimistika-grivas.gr\\state4.html.content""}","{""file_name"": ""state4.html.tags"", ""state_name"": ""state4"", ""app_name"": ""diafimistika-grivas.gr"", ""path"": ""diafimistika-grivas.gr\\state4.html.tags""}","{""file_name"": ""state4.html.content_tags"", ""state_name"": ""state4"", ""app_name"": ""diafimistika-grivas.gr"", ""path"": ""diafimistika-grivas.gr\\state4.html.content_tags""}","{""file_name"": ""state26.html.content"", ""state_name"": ""state26"", ""app_name"": ""diafimistika-grivas.gr"", ""path"": ""diafimistika-grivas.gr\\state26.html.content""}","{""file_name"": ""state26.html.tags"", ""state_name"": ""state26"", ""app_name"": ""diafimistika-grivas.gr"", ""path"": ""diafimistika-grivas.gr\\state26.html.tags""}","{""file_name"": ""state26.html.content_tags"", ""state_name"": ""state26"", ""app_name"": ""diafimistika-grivas.gr"", ""path"": ""diafimistika-grivas.gr\\state26.html.content_tags""}",1,0.98507506,0.9958538,0.9967198,0.99375993
217,217,diafimistika-grivas.gr,crawl0,state5,state8,0.0,0.002589247,7,0,13,4,10593643.57,0.063537152,95.45659019,0.997190461,0,,"{""file_name"": ""state5.html.content"", ""state_name"": ""state5"", ""app_name"": ""diafimistika-grivas.gr"", ""path"": ""diafimistika-grivas.gr\\state5.html.content""}","{""file_name"": ""state5.html.tags"", ""state_name"": ""state5"", ""app_name"": ""diafimistika-grivas.gr"", ""path"": ""diafimistika-grivas.gr\\state5.html.tags""}","{""file_name"": ""state5.html.content_tags"", ""state_name"": ""state5"", ""app_name"": ""diafimistika-grivas.gr"", ""path"": ""diafimistika-grivas.gr\\state5.html.content_tags""}","{""file_name"": ""state8.html.content"", ""state_name"": ""state8"", ""app_name"": ""diafimistika-grivas.gr"", ""path"": ""diafimistika-grivas.gr\\state8.html.content""}","{""file_name"": ""state8.html.tags"", ""state_name"": ""state8"", ""app_name"": ""diafimistika-grivas.gr"", ""path"": ""diafimistika-grivas.gr\\state8.html.tags""}","{""file_name"": ""state8.html.content_tags"", ""state_name"": ""state8"", ""app_name"": ""diafimistika-grivas.gr"", ""path"": ""diafimistika-grivas.gr\\state8.html.content_tags""}",1,0.98013955,0.9942945,0.9962792,0.9915067
218,218,xwowgirls.com,crawl0,state25,state38,0.0,0.328024399,54,13,73,20,2461206.1,0.289212466,14.26,0.53,2,dynamic content,"{""file_name"": ""state25.html.content"", ""state_name"": ""state25"", ""app_name"": ""xwowgirls.com"", ""path"": ""xwowgirls.com\\state25.html.content""}","{""file_name"": ""state25.html.tags"", ""state_name"": ""state25"", ""app_name"": ""xwowgirls.com"", ""path"": ""xwowgirls.com\\state25.html.tags""}","{""file_name"": ""state25.html.content_tags"", ""state_name"": ""state25"", ""app_name"": ""xwowgirls.com"", ""path"": ""xwowgirls.com\\state25.html.content_tags""}","{""file_name"": ""state38.html.content"", ""state_name"": ""state38"", ""app_name"": ""xwowgirls.com"", ""path"": ""xwowgirls.com\\state38.html.content""}","{""file_name"": ""state38.html.tags"", ""state_name"": ""state38"", ""app_name"": ""xwowgirls.com"", ""path"": ""xwowgirls.com\\state38.html.tags""}","{""file_name"": ""state38.html.content_tags"", ""state_name"": ""state38"", ""app_name"": ""xwowgirls.com"", ""path"": ""xwowgirls.com\\state38.html.content_tags""}",0,0.44215557,0.99207044,0.6569934,0.56574357
219,219,centrodimedicina.com,crawl0,state12,state47,0.0,0.00031864,1,0,0,0,316616.8409,0.0,90.26414331,0.99998744,0,,"{""file_name"": ""state12.html.content"", ""state_name"": ""state12"", ""app_name"": ""centrodimedicina.com"", ""path"": ""centrodimedicina.com\\state12.html.content""}","{""file_name"": ""state12.html.tags"", ""state_name"": ""state12"", ""app_name"": ""centrodimedicina.com"", ""path"": ""centrodimedicina.com\\state12.html.tags""}","{""file_name"": ""state12.html.content_tags"", ""state_name"": ""state12"", ""app_name"": ""centrodimedicina.com"", ""path"": ""centrodimedicina.com\\state12.html.content_tags""}","{""file_name"": ""state47.html.content"", ""state_name"": ""state47"", ""app_name"": ""centrodimedicina.com"", ""path"": ""centrodimedicina.com\\state47.html.content""}","{""file_name"": ""state47.html.tags"", ""state_name"": ""state47"", ""app_name"": ""centrodimedicina.com"", ""path"": ""centrodimedicina.com\\state47.html.tags""}","{""file_name"": ""state47.html.content_tags"", ""state_name"": ""state47"", ""app_name"": ""centrodimedicina.com"", ""path"": ""centrodimedicina.com\\state47.html.content_tags""}",1,0.99419355,0.9918493,0.996385,0.9927582
220,220,partners1xbet.com,crawl0,state7,state16,0.0,0.000233379,1,0,0,0,34.49349363,0.0,89.85566672,0.999999806,0,,"{""file_name"": ""state7.html.content"", ""state_name"": ""state7"", ""app_name"": ""partners1xbet.com"", ""path"": ""partners1xbet.com\\state7.html.content""}","{""file_name"": ""state7.html.tags"", ""state_name"": ""state7"", ""app_name"": ""partners1xbet.com"", ""path"": ""partners1xbet.com\\state7.html.tags""}","{""file_name"": ""state7.html.content_tags"", ""state_name"": ""state7"", ""app_name"": ""partners1xbet.com"", ""path"": ""partners1xbet.com\\state7.html.content_tags""}","{""file_name"": ""state16.html.content"", ""state_name"": ""state16"", ""app_name"": ""partners1xbet.com"", ""path"": ""partners1xbet.com\\state16.html.content""}","{""file_name"": ""state16.html.tags"", ""state_name"": ""state16"", ""app_name"": ""partners1xbet.com"", ""path"": ""partners1xbet.com\\state16.html.tags""}","{""file_name"": ""state16.html.content_tags"", ""state_name"": ""state16"", ""app_name"": ""partners1xbet.com"", ""path"": ""partners1xbet.com\\state16.html.content_tags""}",1,0.9918172,0.988417,0.99591637,0.9899166
221,221,partners1xbet.com,crawl0,state22,state32,0.0,0.000233382,1,0,0,1,4306692.718,0.005444283,88.40159178,0.99883938,0,,"{""file_name"": ""state22.html.content"", ""state_name"": ""state22"", ""app_name"": ""partners1xbet.com"", ""path"": ""partners1xbet.com\\state22.html.content""}","{""file_name"": ""state22.html.tags"", ""state_name"": ""state22"", ""app_name"": ""partners1xbet.com"", ""path"": ""partners1xbet.com\\state22.html.tags""}","{""file_name"": ""state22.html.content_tags"", ""state_name"": ""state22"", ""app_name"": ""partners1xbet.com"", ""path"": ""partners1xbet.com\\state22.html.content_tags""}","{""file_name"": ""state32.html.content"", ""state_name"": ""state32"", ""app_name"": ""partners1xbet.com"", ""path"": ""partners1xbet.com\\state32.html.content""}","{""file_name"": ""state32.html.tags"", ""state_name"": ""state32"", ""app_name"": ""partners1xbet.com"", ""path"": ""partners1xbet.com\\state32.html.tags""}","{""file_name"": ""state32.html.content_tags"", ""state_name"": ""state32"", ""app_name"": ""partners1xbet.com"", ""path"": ""partners1xbet.com\\state32.html.content_tags""}",1,0.9930996,0.98843616,0.9963527,0.99058294
222,222,essonne.gouv.fr,crawl0,state3,state52,0.117083799,0.127210711,68,11,26,12,300062.21,0.24,82.47,0.69,2,"different page ,different content","{""file_name"": ""state3.html.content"", ""state_name"": ""state3"", ""app_name"": ""essonne.gouv.fr"", ""path"": ""essonne.gouv.fr\\state3.html.content""}","{""file_name"": ""state3.html.tags"", ""state_name"": ""state3"", ""app_name"": ""essonne.gouv.fr"", ""path"": ""essonne.gouv.fr\\state3.html.tags""}","{""file_name"": ""state3.html.content_tags"", ""state_name"": ""state3"", ""app_name"": ""essonne.gouv.fr"", ""path"": ""essonne.gouv.fr\\state3.html.content_tags""}","{""file_name"": ""state52.html.content"", ""state_name"": ""state52"", ""app_name"": ""essonne.gouv.fr"", ""path"": ""essonne.gouv.fr\\state52.html.content""}","{""file_name"": ""state52.html.tags"", ""state_name"": ""state52"", ""app_name"": ""essonne.gouv.fr"", ""path"": ""essonne.gouv.fr\\state52.html.tags""}","{""file_name"": ""state52.html.content_tags"", ""state_name"": ""state52"", ""app_name"": ""essonne.gouv.fr"", ""path"": ""essonne.gouv.fr\\state52.html.content_tags""}",0,0.96155447,0.8748602,0.9399218,0.9326407
223,223,ypsomed.com,crawl0,state7,state62,0.964653244,0.746515761,428,3,161,33,329051.91,0.71,0.11,0.38,2,,"{""file_name"": ""state7.html.content"", ""state_name"": ""state7"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state7.html.content""}","{""file_name"": ""state7.html.tags"", ""state_name"": ""state7"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state7.html.tags""}","{""file_name"": ""state7.html.content_tags"", ""state_name"": ""state7"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state7.html.content_tags""}","{""file_name"": ""state62.html.content"", ""state_name"": ""state62"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state62.html.content""}","{""file_name"": ""state62.html.tags"", ""state_name"": ""state62"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state62.html.tags""}","{""file_name"": ""state62.html.content_tags"", ""state_name"": ""state62"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state62.html.content_tags""}",0,0.27727848,0.18424392,0.30028975,0.2174229
224,224,ypsomed.com,crawl0,state13,state32,0.964653244,0.706725827,552,3,168,24,339915.36,0.71,0.03,0.36,2,,"{""file_name"": ""state13.html.content"", ""state_name"": ""state13"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state13.html.content""}","{""file_name"": ""state13.html.tags"", ""state_name"": ""state13"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state13.html.tags""}","{""file_name"": ""state13.html.content_tags"", ""state_name"": ""state13"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state13.html.content_tags""}","{""file_name"": ""state32.html.content"", ""state_name"": ""state32"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state32.html.content""}","{""file_name"": ""state32.html.tags"", ""state_name"": ""state32"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state32.html.tags""}","{""file_name"": ""state32.html.content_tags"", ""state_name"": ""state32"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state32.html.content_tags""}",0,0.21458142,0.20898177,0.25745097,0.17358558
225,225,ypsomed.com,crawl0,state26,state29,0.0,0.087293563,59,0,0,0,0.0,0.0,80.02,1.0,0,,"{""file_name"": ""state26.html.content"", ""state_name"": ""state26"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state26.html.content""}","{""file_name"": ""state26.html.tags"", ""state_name"": ""state26"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state26.html.tags""}","{""file_name"": ""state26.html.content_tags"", ""state_name"": ""state26"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state26.html.content_tags""}","{""file_name"": ""state29.html.content"", ""state_name"": ""state29"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state29.html.content""}","{""file_name"": ""state29.html.tags"", ""state_name"": ""state29"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state29.html.tags""}","{""file_name"": ""state29.html.content_tags"", ""state_name"": ""state29"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state29.html.content_tags""}",1,0.99407715,0.9834103,0.9932179,0.9887527
226,226,ypsomed.com,crawl0,state52,state59,0.0,0.030004018,31,0,0,0,0.0,0.0,80.02,1.0,0,,"{""file_name"": ""state52.html.content"", ""state_name"": ""state52"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state52.html.content""}","{""file_name"": ""state52.html.tags"", ""state_name"": ""state52"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state52.html.tags""}","{""file_name"": ""state52.html.content_tags"", ""state_name"": ""state52"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state52.html.content_tags""}","{""file_name"": ""state59.html.content"", ""state_name"": ""state59"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state59.html.content""}","{""file_name"": ""state59.html.tags"", ""state_name"": ""state59"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state59.html.tags""}","{""file_name"": ""state59.html.content_tags"", ""state_name"": ""state59"", ""app_name"": ""ypsomed.com"", ""path"": ""ypsomed.com\\state59.html.content_tags""}",1,0.9900238,0.980719,0.9917494,0.98548776
227,227,cmharyanacell.nic.in,crawl0,state12,state21,0.0,4.25e-05,1,0,99,31,2544902.904,0.369347755,8.174386921,0.405198596,2,dynamic content,"{""file_name"": ""state12.html.content"", ""state_name"": ""state12"", ""app_name"": ""cmharyanacell.nic.in"", ""path"": ""cmharyanacell.nic.in\\state12.html.content""}","{""file_name"": ""state12.html.tags"", ""state_name"": ""state12"", ""app_name"": ""cmharyanacell.nic.in"", ""path"": ""cmharyanacell.nic.in\\state12.html.tags""}","{""file_name"": ""state12.html.content_tags"", ""state_name"": ""state12"", ""app_name"": ""cmharyanacell.nic.in"", ""path"": ""cmharyanacell.nic.in\\state12.html.content_tags""}","{""file_name"": ""state21.html.content"", ""state_name"": ""state21"", ""app_name"": ""cmharyanacell.nic.in"", ""path"": ""cmharyanacell.nic.in\\state21.html.content""}","{""file_name"": ""state21.html.tags"", ""state_name"": ""state21"", ""app_name"": ""cmharyanacell.nic.in"", ""path"": ""cmharyanacell.nic.in\\state21.html.tags""}","{""file_name"": ""state21.html.content_tags"", ""state_name"": ""state21"", ""app_name"": ""cmharyanacell.nic.in"", ""path"": ""cmharyanacell.nic.in\\state21.html.content_tags""}",0,0.9824746,0.9688002,0.9897178,0.9736187
228,228,cmharyanacell.nic.in,crawl0,state27,state47,0.376569038,0.020972646,7,0,155,27,353492210.5,0.68031547,3.235815603,0.164655642,2,,"{""file_name"": ""state27.html.content"", ""state_name"": ""state27"", ""app_name"": ""cmharyanacell.nic.in"", ""path"": ""cmharyanacell.nic.in\\state27.html.content""}","{""file_name"": ""state27.html.tags"", ""state_name"": ""state27"", ""app_name"": ""cmharyanacell.nic.in"", ""path"": ""cmharyanacell.nic.in\\state27.html.tags""}","{""file_name"": ""state27.html.content_tags"", ""state_name"": ""state27"", ""app_name"": ""cmharyanacell.nic.in"", ""path"": ""cmharyanacell.nic.in\\state27.html.content_tags""}","{""file_name"": ""state47.html.content"", ""state_name"": ""state47"", ""app_name"": ""cmharyanacell.nic.in"", ""path"": ""cmharyanacell.nic.in\\state47.html.content""}","{""file_name"": ""state47.html.tags"", ""state_name"": ""state47"", ""app_name"": ""cmharyanacell.nic.in"", ""path"": ""cmharyanacell.nic.in\\state47.html.tags""}","{""file_name"": ""state47.html.content_tags"", ""state_name"": ""state47"", ""app_name"": ""cmharyanacell.nic.in"", ""path"": ""cmharyanacell.nic.in\\state47.html.content_tags""}",0,0.687362,0.7884792,0.7398439,0.71292293
229,229,twitch-dj.ru,crawl0,index,state104,0.259813665,0.163530391,220,24,130,29,4040893.34,0.67,64.98,0.68,2,,"{""file_name"": ""index.html.content"", ""state_name"": ""index"", ""app_name"": ""twitch-dj.ru"", ""path"": ""twitch-dj.ru\\index.html.content""}","{""file_name"": ""index.html.tags"", ""state_name"": ""index"", ""app_name"": ""twitch-dj.ru"", ""path"": ""twitch-dj.ru\\index.html.tags""}","{""file_name"": ""index.html.content_tags"", ""state_name"": ""index"", ""app_name"": ""twitch-dj.ru"", ""path"": ""twitch-dj.ru\\index.html.content_tags""}","{""file_name"": ""state104.html.content"", ""state_name"": ""state104"", ""app_name"": ""twitch-dj.ru"", ""path"": ""twitch-dj.ru\\state104.html.content""}","{""file_name"": ""state104.html.tags"", ""state_name"": ""state104"", ""app_name"": ""twitch-dj.ru"", ""path"": ""twitch-dj.ru\\state104.html.tags""}","{""file_name"": ""state104.html.content_tags"", ""state_name"": ""state104"", ""app_name"": ""twitch-dj.ru"", ""path"": ""twitch-dj.ru\\state104.html.content_tags""}",0,0.56391895,0.87376755,0.71298134,0.6130681
230,230,twitch-dj.ru,crawl0,state13,state88,0.0,0.001856148,4,0,0,0,0.0,0.0,100.0,0.99,0,,"{""file_name"": ""state13.html.content"", ""state_name"": ""state13"", ""app_name"": ""twitch-dj.ru"", ""path"": ""twitch-dj.ru\\state13.html.content""}","{""file_name"": ""state13.html.tags"", ""state_name"": ""state13"", ""app_name"": ""twitch-dj.ru"", ""path"": ""twitch-dj.ru\\state13.html.tags""}","{""file_name"": ""state13.html.content_tags"", ""state_name"": ""state13"", ""app_name"": ""twitch-dj.ru"", ""path"": ""twitch-dj.ru\\state13.html.content_tags""}","{""file_name"": ""state88.html.content"", ""state_name"": ""state88"", ""app_name"": ""twitch-dj.ru"", ""path"": ""twitch-dj.ru\\state88.html.content""}","{""file_name"": ""state88.html.tags"", ""state_name"": ""state88"", ""app_name"": ""twitch-dj.ru"", ""path"": ""twitch-dj.ru\\state88.html.tags""}","{""file_name"": ""state88.html.content_tags"", ""state_name"": ""state88"", ""app_name"": ""twitch-dj.ru"", ""path"": ""twitch-dj.ru\\state88.html.content_tags""}",1,0.9677526,0.9784895,0.9803896,0.97643226
